"age","sex","quantile","value","unit","lab"
34,"female",1,NA,"%","Macrocytic"
35,"female",0,NA,"%","Macrocytic"
35,"female",0.01,-0.478532400306748,"%","Macrocytic"
35,"female",0.03,-0.435597200920246,"%","Macrocytic"
35,"female",0.1,-0.285324003067485,"%","Macrocytic"
35,"female",0.15,-0.177986004601228,"%","Macrocytic"
35,"female",0.25,0.0726674445740957,"%","Macrocytic"
35,"female",0.35,0.0883465577596266,"%","Macrocytic"
35,"female",0.5,0.19169055430841,"%","Macrocytic"
35,"female",0.65,0.381305995864921,"%","Macrocytic"
35,"female",0.75,0.490769230769231,"%","Macrocytic"
35,"female",0.85,0.779909090909089,"%","Macrocytic"
35,"female",0.9,1.03724444444444,"%","Macrocytic"
35,"female",0.97,2.11764980544747,"%","Macrocytic"
35,"female",0.99,3.63192452830189,"%","Macrocytic"
35,"female",1,NA,"%","Macrocytic"
36,"female",0,NA,"%","Macrocytic"
36,"female",0.01,-0.478637380516575,"%","Macrocytic"
36,"female",0.03,-0.435912141549726,"%","Macrocytic"
36,"female",0.1,-0.286373805165752,"%","Macrocytic"
36,"female",0.15,-0.179560707748628,"%","Macrocytic"
36,"female",0.25,0.0908301651604861,"%","Macrocytic"
36,"female",0.35,0.0960674353381115,"%","Macrocytic"
36,"female",0.5,0.191361128696753,"%","Macrocytic"
36,"female",0.65,0.342442731277533,"%","Macrocytic"
36,"female",0.75,0.486063392209049,"%","Macrocytic"
36,"female",0.85,0.791736997055936,"%","Macrocytic"
36,"female",0.9,1.0447870528109,"%","Macrocytic"
36,"female",0.97,2.11702857142858,"%","Macrocytic"
36,"female",0.99,3.60266896551728,"%","Macrocytic"
36,"female",1,NA,"%","Macrocytic"
37,"female",0,NA,"%","Macrocytic"
37,"female",0.01,-0.478487607618054,"%","Macrocytic"
37,"female",0.03,-0.435462822854161,"%","Macrocytic"
37,"female",0.1,-0.284876076180538,"%","Macrocytic"
37,"female",0.15,-0.177314114270807,"%","Macrocytic"
37,"female",0.25,0.0909220825046513,"%","Macrocytic"
37,"female",0.35,0.0962121960608199,"%","Macrocytic"
37,"female",0.5,0.19203187622332,"%","Macrocytic"
37,"female",0.65,0.36490066463086,"%","Macrocytic"
37,"female",0.75,0.494332890606134,"%","Macrocytic"
37,"female",0.85,0.860264329268292,"%","Macrocytic"
37,"female",0.9,1.09658246527778,"%","Macrocytic"
37,"female",0.97,2.14272763157894,"%","Macrocytic"
37,"female",0.99,3.63079361702131,"%","Macrocytic"
37,"female",1,NA,"%","Macrocytic"
38,"female",0,NA,"%","Macrocytic"
38,"female",0.01,-0.478962405626228,"%","Macrocytic"
38,"female",0.03,-0.436887216878684,"%","Macrocytic"
38,"female",0.1,-0.289624056262281,"%","Macrocytic"
38,"female",0.15,-0.184436084393422,"%","Macrocytic"
38,"female",0.25,0.071996766235498,"%","Macrocytic"
38,"female",0.35,0.0882719362581677,"%","Macrocytic"
38,"female",0.5,0.192375048809059,"%","Macrocytic"
38,"female",0.65,0.383571034228929,"%","Macrocytic"
38,"female",0.75,0.499067597627286,"%","Macrocytic"
38,"female",0.85,0.810069832402235,"%","Macrocytic"
38,"female",0.9,1.07290239726028,"%","Macrocytic"
38,"female",0.97,2.20002132701423,"%","Macrocytic"
38,"female",0.99,3.65264634146344,"%","Macrocytic"
38,"female",1,NA,"%","Macrocytic"
39,"female",0,NA,"%","Macrocytic"
39,"female",0.01,-0.478647812166489,"%","Macrocytic"
39,"female",0.03,-0.435943436499466,"%","Macrocytic"
39,"female",0.1,-0.286478121664888,"%","Macrocytic"
39,"female",0.15,-0.179717182497332,"%","Macrocytic"
39,"female",0.25,0.0908768630728514,"%","Macrocytic"
39,"female",0.35,0.0964506198634907,"%","Macrocytic"
39,"female",0.5,0.193539276257723,"%","Macrocytic"
39,"female",0.65,0.386289420048175,"%","Macrocytic"
39,"female",0.75,0.515844930417495,"%","Macrocytic"
39,"female",0.85,0.88475753920386,"%","Macrocytic"
39,"female",0.9,1.12322381930185,"%","Macrocytic"
39,"female",0.97,2.25701224489796,"%","Macrocytic"
39,"female",0.99,3.77447500000004,"%","Macrocytic"
39,"female",1,NA,"%","Macrocytic"
40,"female",0,NA,"%","Macrocytic"
40,"female",0.01,-0.478478737507648,"%","Macrocytic"
40,"female",0.03,-0.435436212522945,"%","Macrocytic"
40,"female",0.1,-0.284787375076484,"%","Macrocytic"
40,"female",0.15,-0.177181062614725,"%","Macrocytic"
40,"female",0.25,0.0729788336788604,"%","Macrocytic"
40,"female",0.35,0.0899149000200629,"%","Macrocytic"
40,"female",0.5,0.194352243861135,"%","Macrocytic"
40,"female",0.65,0.380697790255389,"%","Macrocytic"
40,"female",0.75,0.566149493746277,"%","Macrocytic"
40,"female",0.85,0.843941637630663,"%","Macrocytic"
40,"female",0.9,1.12190040650407,"%","Macrocytic"
40,"female",0.97,2.26651619433198,"%","Macrocytic"
40,"female",0.99,3.71502830188676,"%","Macrocytic"
40,"female",1,NA,"%","Macrocytic"
20,"female",0,NA,"%","Microcytic"
20,"female",0.01,-0.35965163182985,"%","Microcytic"
20,"female",0.03,-0.0789548954895492,"%","Microcytic"
20,"female",0.1,0.272254980079681,"%","Microcytic"
20,"female",0.15,0.297668658698539,"%","Microcytic"
20,"female",0.25,0.486311154598826,"%","Microcytic"
20,"female",0.35,0.635983073616335,"%","Microcytic"
20,"female",0.5,1.09055788005579,"%","Microcytic"
20,"female",0.65,1.70511654804271,"%","Microcytic"
20,"female",0.75,2.58403129657228,"%","Microcytic"
20,"female",0.85,4.69942152466368,"%","Microcytic"
20,"female",0.9,7.30123893805308,"%","Microcytic"
20,"female",0.97,22.7936142857144,"%","Microcytic"
20,"female",0.99,41.7198000000005,"%","Microcytic"
20,"female",1,NA,"%","Microcytic"
21,"female",0,NA,"%","Microcytic"
21,"female",0.01,-0.36620946989192,"%","Microcytic"
21,"female",0.03,-0.0986284096757591,"%","Microcytic"
21,"female",0.1,0.194876633840644,"%","Microcytic"
21,"female",0.15,0.288031901318588,"%","Microcytic"
21,"female",0.25,0.463130514146638,"%","Microcytic"
21,"female",0.35,0.594866014753817,"%","Microcytic"
21,"female",0.5,0.972582295373666,"%","Microcytic"
21,"female",0.65,1.4961109406953,"%","Microcytic"
21,"female",0.75,2.18737344794651,"%","Microcytic"
21,"female",0.85,3.87029395604396,"%","Microcytic"
21,"female",0.9,5.93105527638189,"%","Microcytic"
21,"female",0.97,18.8004947368423,"%","Microcytic"
21,"female",0.99,37.6277000000005,"%","Microcytic"
21,"female",1,NA,"%","Microcytic"
22,"female",0,NA,"%","Microcytic"
22,"female",0.01,-0.367947815533981,"%","Microcytic"
22,"female",0.03,-0.103843446601942,"%","Microcytic"
22,"female",0.1,0.173485190409026,"%","Microcytic"
22,"female",0.15,0.244658848614072,"%","Microcytic"
22,"female",0.25,0.395061684536881,"%","Microcytic"
22,"female",0.35,0.582261068334937,"%","Microcytic"
22,"female",0.5,0.881037668798863,"%","Microcytic"
22,"female",0.65,1.34626525079078,"%","Microcytic"
22,"female",0.75,2.06294474393531,"%","Microcytic"
22,"female",0.85,3.58082025316456,"%","Microcytic"
22,"female",0.9,5.53879473684209,"%","Microcytic"
22,"female",0.97,17.7021535714284,"%","Microcytic"
22,"female",0.99,36.2129666666666,"%","Microcytic"
22,"female",1,NA,"%","Microcytic"
23,"female",0,NA,"%","Microcytic"
23,"female",0.01,-0.369780648306117,"%","Microcytic"
23,"female",0.03,-0.109341944918352,"%","Microcytic"
23,"female",0.1,0.19248289029226,"%","Microcytic"
23,"female",0.15,0.234541506390371,"%","Microcytic"
23,"female",0.25,0.393530589265607,"%","Microcytic"
23,"female",0.35,0.583985637942552,"%","Microcytic"
23,"female",0.5,0.876426954991199,"%","Microcytic"
23,"female",0.65,1.38198513513514,"%","Microcytic"
23,"female",0.75,1.95839130434783,"%","Microcytic"
23,"female",0.85,3.49102689486552,"%","Microcytic"
23,"female",0.9,5.39389830508475,"%","Microcytic"
23,"female",0.97,17.3797647058825,"%","Microcytic"
23,"female",0.99,35.9284,"%","Microcytic"
23,"female",1,NA,"%","Microcytic"
24,"female",0,NA,"%","Microcytic"
24,"female",0.01,-0.369358082940154,"%","Microcytic"
24,"female",0.03,-0.108074248820462,"%","Microcytic"
24,"female",0.1,0.179760465801887,"%","Microcytic"
24,"female",0.15,0.286202098765432,"%","Microcytic"
24,"female",0.25,0.388821601323829,"%","Microcytic"
24,"female",0.35,0.563846381578948,"%","Microcytic"
24,"female",0.5,0.826594996090696,"%","Microcytic"
24,"female",0.65,1.37058234456573,"%","Microcytic"
24,"female",0.75,1.95794228142077,"%","Microcytic"
24,"female",0.85,3.48167091836734,"%","Microcytic"
24,"female",0.9,5.37532258064518,"%","Microcytic"
24,"female",0.97,17.8185789473682,"%","Microcytic"
24,"female",0.99,36.0144800000002,"%","Microcytic"
24,"female",1,NA,"%","Microcytic"
25,"female",0,NA,"%","Microcytic"
25,"female",0.01,-0.361532856385798,"%","Microcytic"
25,"female",0.03,-0.0845985691573929,"%","Microcytic"
25,"female",0.1,0.179396564274276,"%","Microcytic"
25,"female",0.15,0.264391160553217,"%","Microcytic"
25,"female",0.25,0.391524312627291,"%","Microcytic"
25,"female",0.35,0.550303091944671,"%","Microcytic"
25,"female",0.5,0.799375,"%","Microcytic"
25,"female",0.65,1.26851305718145,"%","Microcytic"
25,"female",0.75,1.99136694386694,"%","Microcytic"
25,"female",0.85,3.37814268867924,"%","Microcytic"
25,"female",0.9,5.17774999999999,"%","Microcytic"
25,"female",0.97,16.371842105263,"%","Microcytic"
25,"female",0.99,35.244916666667,"%","Microcytic"
25,"female",1,NA,"%","Microcytic"
26,"female",0,NA,"%","Microcytic"
26,"female",0.01,-0.359620717781403,"%","Microcytic"
26,"female",0.03,-0.0788621533442084,"%","Microcytic"
26,"female",0.1,0.156774238810159,"%","Microcytic"
26,"female",0.15,0.285018583323277,"%","Microcytic"
26,"female",0.25,0.39069756858666,"%","Microcytic"
26,"female",0.35,0.499407194767442,"%","Microcytic"
26,"female",0.5,0.799105807303124,"%","Microcytic"
26,"female",0.65,1.27863545454545,"%","Microcytic"
26,"female",0.75,1.94716594827586,"%","Microcytic"
26,"female",0.85,3.33388214285714,"%","Microcytic"
26,"female",0.9,5.06032812499999,"%","Microcytic"
26,"female",0.97,16.3905499999998,"%","Microcytic"
26,"female",0.99,34.2545999999998,"%","Microcytic"
26,"female",1,NA,"%","Microcytic"
27,"female",0,NA,"%","Microcytic"
27,"female",0.01,-0.363294937047951,"%","Microcytic"
27,"female",0.03,-0.0898848111438522,"%","Microcytic"
27,"female",0.1,0.190609062763862,"%","Microcytic"
27,"female",0.15,0.284231563776123,"%","Microcytic"
27,"female",0.25,0.351579748762847,"%","Microcytic"
27,"female",0.35,0.495805623648162,"%","Microcytic"
27,"female",0.5,0.788350230414747,"%","Microcytic"
27,"female",0.65,1.27276689655172,"%","Microcytic"
27,"female",0.75,1.88742294520548,"%","Microcytic"
27,"female",0.85,3.268,"%","Microcytic"
27,"female",0.9,5.0216972972973,"%","Microcytic"
27,"female",0.97,16.4392148148148,"%","Microcytic"
27,"female",0.99,34.2053999999992,"%","Microcytic"
27,"female",1,NA,"%","Microcytic"
28,"female",0,NA,"%","Microcytic"
28,"female",0.01,-0.364042610571737,"%","Microcytic"
28,"female",0.03,-0.0921278317152101,"%","Microcytic"
28,"female",0.1,0.19010917213458,"%","Microcytic"
28,"female",0.15,0.24264203038341,"%","Microcytic"
28,"female",0.25,0.382740390837324,"%","Microcytic"
28,"female",0.35,0.495001923646049,"%","Microcytic"
28,"female",0.5,0.796855682082268,"%","Microcytic"
28,"female",0.65,1.22347592847318,"%","Microcytic"
28,"female",0.75,1.88515424164524,"%","Microcytic"
28,"female",0.85,3.22104585152838,"%","Microcytic"
28,"female",0.9,4.984,"%","Microcytic"
28,"female",0.97,16.2120750000001,"%","Microcytic"
28,"female",0.99,34.541475,"%","Microcytic"
28,"female",1,NA,"%","Microcytic"
29,"female",0,NA,"%","Microcytic"
29,"female",0.01,-0.364391763749662,"%","Microcytic"
29,"female",0.03,-0.0931752912489846,"%","Microcytic"
29,"female",0.1,0.171628336459386,"%","Microcytic"
29,"female",0.15,0.220946781428052,"%","Microcytic"
29,"female",0.25,0.383796992481203,"%","Microcytic"
29,"female",0.35,0.489651462342779,"%","Microcytic"
29,"female",0.5,0.79171611678139,"%","Microcytic"
29,"female",0.65,1.25424061913696,"%","Microcytic"
29,"female",0.75,1.88982388316151,"%","Microcytic"
29,"female",0.85,3.28911475409836,"%","Microcytic"
29,"female",0.9,5.05872131147541,"%","Microcytic"
29,"female",0.97,16.3991000000001,"%","Microcytic"
29,"female",0.99,35.6340799999995,"%","Microcytic"
29,"female",1,NA,"%","Microcytic"
30,"female",0,NA,"%","Microcytic"
30,"female",0.01,-0.366915009534187,"%","Microcytic"
30,"female",0.03,-0.100745028602561,"%","Microcytic"
30,"female",0.1,0.190470641102457,"%","Microcytic"
30,"female",0.15,0.284320757113821,"%","Microcytic"
30,"female",0.25,0.384415675531204,"%","Microcytic"
30,"female",0.35,0.497523092526135,"%","Microcytic"
30,"female",0.5,0.794590663851747,"%","Microcytic"
30,"female",0.65,1.26572840646651,"%","Microcytic"
30,"female",0.75,1.9157607003891,"%","Microcytic"
30,"female",0.85,3.2962041062802,"%","Microcytic"
30,"female",0.9,5.11272222222222,"%","Microcytic"
30,"female",0.97,16.8834956521737,"%","Microcytic"
30,"female",0.99,35.0350100000001,"%","Microcytic"
30,"female",1,NA,"%","Microcytic"
31,"female",0,NA,"%","Microcytic"
31,"female",0.01,-0.364966168593177,"%","Microcytic"
31,"female",0.03,-0.0948985057795316,"%","Microcytic"
31,"female",0.1,0.153771970044323,"%","Microcytic"
31,"female",0.15,0.261628497888068,"%","Microcytic"
31,"female",0.25,0.380875052003883,"%","Microcytic"
31,"female",0.35,0.498112286158631,"%","Microcytic"
31,"female",0.5,0.798046586147399,"%","Microcytic"
31,"female",0.65,1.28805882352941,"%","Microcytic"
31,"female",0.75,1.9393856718634,"%","Microcytic"
31,"female",0.85,3.39642838874681,"%","Microcytic"
31,"female",0.9,5.27435625000001,"%","Microcytic"
31,"female",0.97,17.131347826087,"%","Microcytic"
31,"female",0.99,35.1539571428571,"%","Microcytic"
31,"female",1,NA,"%","Microcytic"
32,"female",0,NA,"%","Microcytic"
32,"female",0.01,-0.364835243553009,"%","Microcytic"
32,"female",0.03,-0.0945057306590263,"%","Microcytic"
32,"female",0.1,0.191466687969324,"%","Microcytic"
32,"female",0.15,0.263683946488294,"%","Microcytic"
32,"female",0.25,0.391391855332479,"%","Microcytic"
32,"female",0.35,0.58083670095518,"%","Microcytic"
32,"female",0.5,0.836225602755453,"%","Microcytic"
32,"female",0.65,1.37033769633508,"%","Microcytic"
32,"female",0.75,1.94261724960254,"%","Microcytic"
32,"female",0.85,3.42188311688311,"%","Microcytic"
32,"female",0.9,5.29496951219514,"%","Microcytic"
32,"female",0.97,17.8276666666664,"%","Microcytic"
32,"female",0.99,36.7459000000005,"%","Microcytic"
32,"female",1,NA,"%","Microcytic"
33,"female",0,NA,"%","Microcytic"
33,"female",0.01,-0.367479409258733,"%","Microcytic"
33,"female",0.03,-0.1024382277762,"%","Microcytic"
33,"female",0.1,0.178693993506493,"%","Microcytic"
33,"female",0.15,0.285528972723572,"%","Microcytic"
33,"female",0.25,0.387107871096535,"%","Microcytic"
33,"female",0.35,0.504259430473372,"%","Microcytic"
33,"female",0.5,0.852837567799029,"%","Microcytic"
33,"female",0.65,1.28830048543689,"%","Microcytic"
33,"female",0.75,1.97102028145695,"%","Microcytic"
33,"female",0.85,3.53768904109588,"%","Microcytic"
33,"female",0.9,5.49700000000002,"%","Microcytic"
33,"female",0.97,18.6208095238093,"%","Microcytic"
33,"female",0.99,36.9798333333327,"%","Microcytic"
33,"female",1,NA,"%","Microcytic"
34,"female",0,NA,"%","Microcytic"
34,"female",0.01,-0.368395532937518,"%","Microcytic"
34,"female",0.03,-0.105186598812553,"%","Microcytic"
34,"female",0.1,0.155019323671498,"%","Microcytic"
34,"female",0.15,0.232521788836584,"%","Microcytic"
34,"female",0.25,0.386248367435786,"%","Microcytic"
34,"female",0.35,0.499969089729028,"%","Microcytic"
34,"female",0.5,0.88058316281789,"%","Microcytic"
34,"female",0.65,1.30150522839846,"%","Microcytic"
34,"female",0.75,1.99799430431245,"%","Microcytic"
34,"female",0.85,3.62044760479042,"%","Microcytic"
34,"female",0.9,5.77775912408759,"%","Microcytic"
34,"female",0.97,18.7947782608696,"%","Microcytic"
34,"female",0.99,36.5389571428575,"%","Microcytic"
34,"female",1,NA,"%","Microcytic"
35,"female",0,NA,"%","Microcytic"
35,"female",0.01,-0.369556251631428,"%","Microcytic"
35,"female",0.03,-0.108668754894283,"%","Microcytic"
35,"female",0.1,0.171739747862629,"%","Microcytic"
35,"female",0.15,0.284337520208929,"%","Microcytic"
35,"female",0.25,0.384637575917613,"%","Microcytic"
35,"female",0.35,0.496455915261823,"%","Microcytic"
35,"female",0.5,0.799915708812261,"%","Microcytic"
35,"female",0.65,1.37180947368421,"%","Microcytic"
35,"female",0.75,1.99612237509051,"%","Microcytic"
35,"female",0.85,3.62136795252225,"%","Microcytic"
35,"female",0.9,5.75254088050314,"%","Microcytic"
35,"female",0.97,19.5448235294117,"%","Microcytic"
35,"female",0.99,37.8171714285721,"%","Microcytic"
35,"female",1,NA,"%","Microcytic"
36,"female",0,NA,"%","Microcytic"
36,"female",0.01,-0.371063478977741,"%","Microcytic"
36,"female",0.03,-0.113190436933223,"%","Microcytic"
36,"female",0.1,0.152680396164125,"%","Microcytic"
36,"female",0.15,0.284432689764613,"%","Microcytic"
36,"female",0.25,0.390208911614317,"%","Microcytic"
36,"female",0.35,0.499815960912052,"%","Microcytic"
36,"female",0.5,0.810676625659052,"%","Microcytic"
36,"female",0.65,1.38287369001655,"%","Microcytic"
36,"female",0.75,2.0405798816568,"%","Microcytic"
36,"female",0.85,3.78713375796178,"%","Microcytic"
36,"female",0.9,6.0305882352941,"%","Microcytic"
36,"female",0.97,20.5223529411764,"%","Microcytic"
36,"female",0.99,38.0092,"%","Microcytic"
36,"female",1,NA,"%","Microcytic"
37,"female",0,NA,"%","Microcytic"
37,"female",0.01,-0.374941734417344,"%","Microcytic"
37,"female",0.03,-0.124825203252033,"%","Microcytic"
37,"female",0.1,0.160992821821662,"%","Microcytic"
37,"female",0.15,0.284230055911632,"%","Microcytic"
37,"female",0.25,0.350178311499272,"%","Microcytic"
37,"female",0.35,0.499590856481481,"%","Microcytic"
37,"female",0.5,0.810026266996292,"%","Microcytic"
37,"female",0.65,1.38063883955003,"%","Microcytic"
37,"female",0.75,2.08073687350835,"%","Microcytic"
37,"female",0.85,3.98604748603351,"%","Microcytic"
37,"female",0.9,6.42451327433629,"%","Microcytic"
37,"female",0.97,21.268445,"%","Microcytic"
37,"female",0.99,38.6744250000008,"%","Microcytic"
37,"female",1,NA,"%","Microcytic"
38,"female",0,NA,"%","Microcytic"
38,"female",0.01,-0.376426247288503,"%","Microcytic"
38,"female",0.03,-0.12927874186551,"%","Microcytic"
38,"female",0.1,0.184447228915663,"%","Microcytic"
38,"female",0.15,0.242538637896157,"%","Microcytic"
38,"female",0.25,0.361409724281055,"%","Microcytic"
38,"female",0.35,0.493972551677397,"%","Microcytic"
38,"female",0.5,0.871223574631647,"%","Microcytic"
38,"female",0.65,1.33711166562695,"%","Microcytic"
38,"female",0.75,2.08983392645314,"%","Microcytic"
38,"female",0.85,4.02526666666666,"%","Microcytic"
38,"female",0.9,6.56305882352942,"%","Microcytic"
38,"female",0.97,21.8930800000001,"%","Microcytic"
38,"female",0.99,39.6521500000001,"%","Microcytic"
38,"female",1,NA,"%","Microcytic"
39,"female",0,NA,"%","Microcytic"
39,"female",0.01,-0.373216101694915,"%","Microcytic"
39,"female",0.03,-0.119648305084746,"%","Microcytic"
39,"female",0.1,0.189503101638301,"%","Microcytic"
39,"female",0.15,0.283254560416952,"%","Microcytic"
39,"female",0.25,0.382629784425869,"%","Microcytic"
39,"female",0.35,0.488319866502723,"%","Microcytic"
39,"female",0.5,0.880722257653061,"%","Microcytic"
39,"female",0.65,1.37530787878788,"%","Microcytic"
39,"female",0.75,2.15098761408083,"%","Microcytic"
39,"female",0.85,4.17534042553191,"%","Microcytic"
39,"female",0.9,6.80930434782608,"%","Microcytic"
39,"female",0.97,22.337,"%","Microcytic"
39,"female",0.99,40.7611799999995,"%","Microcytic"
39,"female",1,NA,"%","Microcytic"
40,"female",0,NA,"%","Microcytic"
40,"female",0.01,-0.377734556733006,"%","Microcytic"
40,"female",0.03,-0.133203670199018,"%","Microcytic"
40,"female",0.1,0.189223885155773,"%","Microcytic"
40,"female",0.15,0.257761218155955,"%","Microcytic"
40,"female",0.25,0.35889684106614,"%","Microcytic"
40,"female",0.35,0.486413539967374,"%","Microcytic"
40,"female",0.5,0.830364145658262,"%","Microcytic"
40,"female",0.65,1.36583189158016,"%","Microcytic"
40,"female",0.75,2.13264084507042,"%","Microcytic"
40,"female",0.85,4.18986692015208,"%","Microcytic"
40,"female",0.9,6.93792857142858,"%","Microcytic"
40,"female",0.97,22.6873000000004,"%","Microcytic"
40,"female",0.99,40.2060666666669,"%","Microcytic"
40,"female",1,NA,"%","Microcytic"
20,"female",0,NA,"%","Hyperchromic"
20,"female",0.01,-0.416645408163265,"%","Hyperchromic"
20,"female",0.03,-0.249936224489796,"%","Hyperchromic"
20,"female",0.1,0.0408019971914497,"%","Hyperchromic"
20,"female",0.15,0.0917849898580125,"%","Hyperchromic"
20,"female",0.25,0.19426282051282,"%","Hyperchromic"
20,"female",0.35,0.253773338555947,"%","Hyperchromic"
20,"female",0.5,0.39987585548305,"%","Hyperchromic"
20,"female",0.65,0.641326811372669,"%","Hyperchromic"
20,"female",0.75,0.874875545851528,"%","Hyperchromic"
20,"female",0.85,1.19325339728217,"%","Hyperchromic"
20,"female",0.9,1.55944012441679,"%","Hyperchromic"
20,"female",0.97,2.87725308641975,"%","Hyperchromic"
20,"female",0.99,4.46333333333328,"%","Hyperchromic"
20,"female",1,NA,"%","Hyperchromic"
21,"female",0,NA,"%","Hyperchromic"
21,"female",0.01,-0.417064546304958,"%","Hyperchromic"
21,"female",0.03,-0.251193638914874,"%","Hyperchromic"
21,"female",0.1,0.0400090909090909,"%","Hyperchromic"
21,"female",0.15,0.0903829545454544,"%","Hyperchromic"
21,"female",0.25,0.194051187658866,"%","Hyperchromic"
21,"female",0.35,0.276475457449898,"%","Hyperchromic"
21,"female",0.5,0.399733270940571,"%","Hyperchromic"
21,"female",0.65,0.681681555555556,"%","Hyperchromic"
21,"female",0.75,0.87909238776838,"%","Hyperchromic"
21,"female",0.85,1.19750164835165,"%","Hyperchromic"
21,"female",0.9,1.52218097447796,"%","Hyperchromic"
21,"female",0.97,2.83834329896907,"%","Hyperchromic"
21,"female",0.99,4.50494999999997,"%","Hyperchromic"
21,"female",1,NA,"%","Hyperchromic"
22,"female",0,NA,"%","Hyperchromic"
22,"female",0.01,-0.416269841269841,"%","Hyperchromic"
22,"female",0.03,-0.248809523809524,"%","Hyperchromic"
22,"female",0.1,0.0401330614872842,"%","Hyperchromic"
22,"female",0.15,0.0899452730979723,"%","Hyperchromic"
22,"female",0.25,0.193775501775832,"%","Hyperchromic"
22,"female",0.35,0.290110111947146,"%","Hyperchromic"
22,"female",0.5,0.397332167067571,"%","Hyperchromic"
22,"female",0.65,0.680542422963276,"%","Hyperchromic"
22,"female",0.75,0.830068448500653,"%","Hyperchromic"
22,"female",0.85,1.18058028169014,"%","Hyperchromic"
22,"female",0.9,1.5928616024974,"%","Hyperchromic"
22,"female",0.97,2.79176000000002,"%","Hyperchromic"
22,"female",0.99,4.30730158730154,"%","Hyperchromic"
22,"female",1,NA,"%","Hyperchromic"
23,"female",0,NA,"%","Hyperchromic"
23,"female",0.01,-0.41467242350291,"%","Hyperchromic"
23,"female",0.03,-0.244017270508729,"%","Hyperchromic"
23,"female",0.1,0.0411974605954464,"%","Hyperchromic"
23,"female",0.15,0.090950087565674,"%","Hyperchromic"
23,"female",0.25,0.193701492537313,"%","Hyperchromic"
23,"female",0.35,0.274530873354348,"%","Hyperchromic"
23,"female",0.5,0.39698275862069,"%","Hyperchromic"
23,"female",0.65,0.59970309205903,"%","Hyperchromic"
23,"female",0.75,0.882512234910277,"%","Hyperchromic"
23,"female",0.85,1.17450739476678,"%","Hyperchromic"
23,"female",0.9,1.57613770491803,"%","Hyperchromic"
23,"female",0.97,2.89420101522843,"%","Hyperchromic"
23,"female",0.99,4.40595918367353,"%","Hyperchromic"
23,"female",1,NA,"%","Hyperchromic"
24,"female",0,NA,"%","Hyperchromic"
24,"female",0.01,-0.415005688282139,"%","Hyperchromic"
24,"female",0.03,-0.245017064846416,"%","Hyperchromic"
24,"female",0.1,0.0409042553191488,"%","Hyperchromic"
24,"female",0.15,0.090578457446808,"%","Hyperchromic"
24,"female",0.25,0.190319832985386,"%","Hyperchromic"
24,"female",0.35,0.289607998490851,"%","Hyperchromic"
24,"female",0.5,0.39789841986456,"%","Hyperchromic"
24,"female",0.65,0.599272919605078,"%","Hyperchromic"
24,"female",0.75,0.872984778292521,"%","Hyperchromic"
24,"female",0.85,1.15420506485485,"%","Hyperchromic"
24,"female",0.9,1.49934104046243,"%","Hyperchromic"
24,"female",0.97,2.77970717703349,"%","Hyperchromic"
24,"female",0.99,4.21877460317457,"%","Hyperchromic"
24,"female",1,NA,"%","Hyperchromic"
25,"female",0,NA,"%","Hyperchromic"
25,"female",0.01,-0.411486729195769,"%","Hyperchromic"
25,"female",0.03,-0.234460187587308,"%","Hyperchromic"
25,"female",0.1,0.0942668436773979,"%","Hyperchromic"
25,"female",0.15,0.0991738024117712,"%","Hyperchromic"
25,"female",0.25,0.193561586638831,"%","Hyperchromic"
25,"female",0.35,0.289471316510727,"%","Hyperchromic"
25,"female",0.5,0.397743601514978,"%","Hyperchromic"
25,"female",0.65,0.597125159409728,"%","Hyperchromic"
25,"female",0.75,0.881750761937013,"%","Hyperchromic"
25,"female",0.85,1.16023909145248,"%","Hyperchromic"
25,"female",0.9,1.50547563805104,"%","Hyperchromic"
25,"female",0.97,2.86654065934065,"%","Hyperchromic"
25,"female",0.99,4.29997377049179,"%","Hyperchromic"
25,"female",1,NA,"%","Hyperchromic"
26,"female",0,NA,"%","Hyperchromic"
26,"female",0.01,-0.410456308697428,"%","Hyperchromic"
26,"female",0.03,-0.231368926092283,"%","Hyperchromic"
26,"female",0.1,0.0422800698537438,"%","Hyperchromic"
26,"female",0.15,0.0901500764025324,"%","Hyperchromic"
26,"female",0.25,0.193192907444668,"%","Hyperchromic"
26,"female",0.35,0.272008553000561,"%","Hyperchromic"
26,"female",0.5,0.394459044368601,"%","Hyperchromic"
26,"female",0.65,0.594803464538364,"%","Hyperchromic"
26,"female",0.75,0.79927751659292,"%","Hyperchromic"
26,"female",0.85,1.12410963244613,"%","Hyperchromic"
26,"female",0.9,1.49344138634047,"%","Hyperchromic"
26,"female",0.97,2.71119073170733,"%","Hyperchromic"
26,"female",0.99,4.264664,"%","Hyperchromic"
26,"female",1,NA,"%","Hyperchromic"
27,"female",0,NA,"%","Hyperchromic"
27,"female",0.01,-0.410999794281012,"%","Hyperchromic"
27,"female",0.03,-0.232999382843037,"%","Hyperchromic"
27,"female",0.1,0.0825613608748482,"%","Hyperchromic"
27,"female",0.15,0.0968979343863914,"%","Hyperchromic"
27,"female",0.25,0.192852620178289,"%","Hyperchromic"
27,"female",0.35,0.288202371987952,"%","Hyperchromic"
27,"female",0.5,0.395850082761882,"%","Hyperchromic"
27,"female",0.65,0.584754006708908,"%","Hyperchromic"
27,"female",0.75,0.798701517706577,"%","Hyperchromic"
