week,n,mean,median,sd,age50,age25,age75,bmi,bmi25,bmi75,q25,q75,qmean,qmedian,qq25,qq75
"[-60,-59)",61,106.003934109797,92.3000030517578,52.3146235844017,30.42899543379,28.0200913242009,32.1324200913242,24.6794004440308,20.6611995697022,30.8867584864299,68.4000015258789,146,0.358304017330291,0.301484823226929,0.180170580744743,0.53384530544281
"[-59,-58)",64,117.884687542915,113.5,47.4550160979503,31.1667808219178,29.1863869863014,33.0611872146119,26.784649848938,22.587375164032,29.5312300682068,80.5249996185303,149.172496795654,0.424690351705067,0.419275879859924,0.2400171905756,0.594675004482269
"[-58,-57)",58,112.254827334963,101.049999237061,57.4315398051384,30.8339611872146,28.8256849315069,32.4550228310502,28.8503494262695,25.9645004272461,34.5167503356934,62.4750003814697,151.649993896484,0.38987207913707,0.356067433953285,0.150838881731033,0.569258391857147
"[-57,-56)",72,120.704680734211,114.799999237061,59.586266418799,31.3844748858448,28.5220890410959,33.2595034246575,25,22.0386009216309,32.4547004699707,73.4999980926514,169.595001220703,0.426533951967334,0.410218060016632,0.205268379300833,0.644737720489502
"[-56,-55)",58,117.922016998817,104.849998474121,56.3343936038614,31.1200342465753,29.153595890411,32.6024257990868,28.2402000427246,24.6096992492676,31.5886001586914,71.9999980926514,165.175003051758,0.413629547596492,0.359535306692123,0.204588752239943,0.631528645753861
"[-55,-54)",78,116.110923302479,109.650001525879,57.4339837450656,30.3324200913242,28.0584760273973,33.0318207762557,27.7740001678467,22.9459247589111,32.9975159962972,64.3500003814697,156.375,0.405054104108459,0.381530627608299,0.16158689931035,0.606238767504692
"[-54,-53)",59,116.123729317875,114.300003051758,52.6610375721815,30.8255707762557,28.8655251141553,33.6585616438356,25.6551504135132,22.4051246643066,29.0320501327515,72.7000007629395,147.849998474121,0.407917530828361,0.405329585075378,0.211238116025925,0.599225431680679
"[-53,-52)",52,114.294231047997,105.264999389648,51.4126769723445,30.4065639269406,27.82899543379,32.1914098173516,25.0135002136231,21.0997495651245,28.3560495376587,78.3425025939942,142.375003814697,0.395600823757167,0.362980768084526,0.221212401986122,0.536680728197098
"[-52,-51)",60,116.715588675605,110.840000152588,47.4612851046229,30.5118150684932,28.1968321917808,33.0537671232877,27.6095008850098,23.4375,30.4780006408691,86.7325019836426,148.024993896484,0.413477126177814,0.391992419958115,0.257501192390919,0.56460028886795
"[-51,-50)",52,114.548864658062,97.9715003967285,56.9182234088674,30.4643835616438,28.4286815068493,32.8659817351598,25.8477993011475,21.7992992401123,32.1395988464356,71.3275012969971,144.774993896484,0.396101378405897,0.337511599063873,0.202623166143894,0.555901870131493
