week,n,mean,median,sd,age50,age25,age75,bmi,bmi25,bmi75,q25,q75,qmean,qmedian,qq25,qq75
"[-60,-59)",3394,0.411596941922472,0.400000005960465,0.189973197244728,29.8241438356164,27.6173515981735,32.184446347032,23.6169495582581,20.6865248680115,27.6238625049591,0.300000011920929,0.5,0.480202362594416,0.495985627174377,0.320862412452698,0.647545158863068
"[-59,-58)",3519,0.414057977233981,0.400000005960465,0.193347028884047,29.7981735159817,27.5518835616438,32.124600456621,23.4375,20.7031002044678,27.808837890625,0.300000011920929,0.600000023841858,0.482875487451955,0.496192514896393,0.32057848572731,0.757175445556641
"[-58,-57)",3509,0.414411519642152,0.400000005960465,0.190307401768614,29.910502283105,27.6205479452055,32.1214611872146,23.5303993225098,20.7082500457764,27.7470998764038,0.300000011920929,0.5,0.483959231881839,0.496192514896393,0.320862412452698,0.647545158863068
"[-57,-56)",3440,0.414168610814381,0.400000005960465,0.190983605433991,29.8415525114155,27.670747716895,32.1304794520548,23.7387008666992,20.621288061142,27.6816871166229,0.300000011920929,0.5,0.483524248264225,0.496192514896393,0.320862412452698,0.647545158863068
"[-56,-55)",3625,0.411161385643071,0.400000005960465,0.186112052921331,29.8776255707763,27.6396118721461,32.0557077625571,23.622200012207,20.8117008209229,27.4301500320435,0.300000011920929,0.5,0.48165191237166,0.496192514896393,0.320862412452698,0.647545158863068
"[-55,-54)",3620,0.418331498083612,0.400000005960465,0.188739746998036,29.8010844748858,27.520747716895,32.1625570776256,23.3015999794006,20.5467500686646,27.8906006813049,0.300000011920929,0.600000023841858,0.489797793974513,0.496270775794983,0.320862412452698,0.757175445556641
"[-54,-53)",3675,0.413594563970355,0.400000005960465,0.189306398146747,29.9188356164384,27.5520547945206,32.3656392694064,23.4375,20.9555501937866,27.5802001953125,0.300000011920929,0.5,0.483164470499876,0.496192514896393,0.320862412452698,0.647545158863068
"[-53,-52)",3741,0.415223208805499,0.400000005960465,0.189349109786922,29.9409817351598,27.7026255707763,32.2859589041096,23.2437992095947,20.515100479126,27.2914752960205,0.300000011920929,0.600000023841858,0.485931376474756,0.496192514896393,0.320862412452698,0.757175445556641
"[-52,-51)",3482,0.417331999659941,0.400000005960465,0.191579049872071,29.9014840182648,27.5964326484018,32.1940068493151,23.5330009460449,20.9041996002197,27.6095008850098,0.300000011920929,0.600000023841858,0.487832615059458,0.496192514896393,0.320862412452698,0.757175445556641
"[-51,-50)",3538,0.41211042664903,0.400000005960465,0.187977911506229,29.8789383561644,27.6029680365297,32.126598173516,23.4375,20.5737495422363,27.9071599960327,0.300000011920929,0.5,0.481925571434563,0.496192514896393,0.320862412452698,0.647545158863068
"[-50,-49)",3572,0.417541999800583,0.400000005960465,0.187217700692968,29.9780251141553,27.6741438356164,32.2165525114155,23.4480495452881,20.8117008209229,27.6439242362976,0.300000011920929,0.600000023841858,0.489875211145245,0.496270775794983,0.32243213057518,0.757175445556641
"[-49,-48)",3594,0.411713973893206,0.400000005960465,0.190588350660615,30.0239155251142,27.7466324200913,32.298002283105,23.810200214386,20.6982250213623,27.6964004039764,0.300000011920929,0.5,0.480057244357002,0.496192514896393,0.32057848572731,0.647545158863068
"[-48,-47)",3594,0.419638292862929,0.400000005960465,0.187984113597517,29.8858447488585,27.7052796803653,32.188698630137,23.1438999176025,20.5857748985291,27.5635242462158,0.300000011920929,0.600000023841858,0.492203395248794,0.496270775794983,0.320862412452698,0.757175445556641
"[-47,-46)",3545,0.422990133229785,0.400000005960465,0.189067977401236,29.9106164383562,27.6671232876712,32.261301369863,23.3746752738953,20.7031002044678,27.1415996551514,0.300000011920929,0.600000023841858,0.496608077957491,0.496270775794983,0.32243213057518,0.757175445556641
"[-46,-45)",3596,0.420411574736122,0.400000005960465,0.188664725479132,29.9697488584475,27.6503139269406,32.3433219178082,23.711799621582,21.0270500183105,27.639799118042,0.300000011920929,0.600000023841858,0.492671013931983,0.496270775794983,0.320862412452698,0.757175445556641
"[-45,-44)",3371,0.417730650013339,0.400000005960465,0.188877002740917,29.7407534246575,27.6394406392694,31.9941780821918,23.6340007781982,20.6929998397827,28.1800003051758,0.300000011920929,0.550000011920929,0.488419730629019,0.496192514896393,0.320862412452698,0.702360302209854
"[-44,-43)",3510,0.424085476277051,0.400000005960465,0.192103603301342,29.9299086757991,27.6125856164384,32.2781678082192,23.5121002197266,20.5687999725342,27.657799243927,0.300000011920929,0.600000023841858,0.497520907657311,0.496377646923065,0.32243213057518,0.757278501987457
"[-43,-42)",3478,0.428637154432482,0.400000005960465,0.191581328579105,29.8160388127854,27.5629566210046,32.0873858447489,23.4375,20.9235754013062,27.3184494972229,0.300000011920929,0.600000023841858,0.503316207315994,0.496377646923065,0.322530061006546,0.757278501987457
"[-42,-41)",3349,0.42780830749169,0.400000005960465,0.188552393674971,29.7955479452055,27.6037671232877,32.1022831050228,23.1404991149902,20.5499000549316,27.636100769043,0.300000011920929,0.600000023841858,0.502815303449161,0.496377646923065,0.32243213057518,0.757278501987457
"[-41,-40)",3260,0.425177920521723,0.400000005960465,0.189193145779556,29.7825913242009,27.5625570776256,32.2188641552511,23.5970001220703,20.8510494232178,27.8875999450684,0.300000011920929,0.600000023841858,0.499346133399801,0.496270775794983,0.32243213057518,0.757278501987457
"[-40,-39)",3145,0.436766302271706,0.400000005960465,0.190671951648617,29.8696347031964,27.633904109589,32.137899543379,23.7387008666992,20.900399684906,27.9967938661575,0.300000011920929,0.600000023841858,0.514319602669541,0.497228920459747,0.322530061006546,0.758263826370239
"[-39,-38)",3048,0.430561030253015,0.400000005960465,0.186596079313604,29.9419520547945,27.6645547945206,32.1010844748859,23.4793496131897,20.7990756034851,27.5482006072998,0.300000011920929,0.600000023841858,0.507050294267121,0.496377646923065,0.322530061006546,0.757278501987457
