week,n,mean,median,sd,age50,age25,age75,bmi,bmi25,bmi75,q25,q75,qmean,qmedian,qq25,qq75
"[-60,-59)",2301,1137.66567899993,572.722778320313,1395.83088181446,30.3187214611872,28.1545662100457,32.4119863013699,23.1833992004395,20.7007999420166,28.125,260,1372,0.732451615991902,0.821365594863892,0.542503535747528,0.970379412174225
"[-59,-58)",2417,1126.40791863728,554,1389.76307009573,30.302397260274,28.1462328767123,32.4583333333333,23.3376998901367,20.7031002044678,28.0403995513916,260.809143066406,1353,0.730257051567253,0.811727643013001,0.543805062770844,0.968118190765381
"[-58,-57)",2591,1139.8236612889,591,1376.30321841007,30.2393835616438,28.0820205479452,32.551598173516,23.0850505828857,20.2148871421814,26.9492502212524,268.004913330078,1384.52166748047,0.739743855422768,0.830188691616058,0.565371632575989,0.970727205276489
"[-57,-56)",2585,1137.71679190483,582.635314941406,1360.77772204489,30.2393835616438,27.9957762557078,32.3760273972603,23.4375,20.8299999237061,27.5124492645264,266,1407,0.736711267974206,0.827188968658447,0.561362147331238,0.972285211086273
"[-56,-55)",2591,1166.94101561676,588.913208007813,1418.10433593951,30.1845890410959,27.9667237442922,32.4970890410959,22.7731990814209,20.3243999481201,27.8875999450684,259.542556762695,1389,0.735418756203801,0.825816512107849,0.545823991298676,0.972457081079483
"[-55,-54)",2724,1170.8519998374,598.2109375,1441.19459434539,30.2397260273973,27.9638413242009,32.3969748858448,23.1404247283936,20.515474319458,27.6886173884074,268.934791564941,1371.12442016602,0.744304922927669,0.834383636713028,0.563005089759827,0.970341697335243
"[-54,-53)",2803,1077.82117906095,536.340209960938,1309.86442481527,30.324200913242,28.0421803652968,32.4598173515982,23.4375,20.7031002044678,27.7741667429606,254,1321.32086181641,0.725568772599638,0.802532136440277,0.533660382032394,0.967508405447006
"[-53,-52)",2819,1092.05440225429,587,1318.62954817476,30.3106164383562,28.0983447488585,32.5243150684932,23.5014991760254,20.5564498901367,28.1911747455597,264,1285,0.735747919958739,0.823493599891663,0.549754172563553,0.964478731155396
"[-52,-51)",2672,1121.86820376276,546.436309814453,1383.04845056278,30.3898401826484,28.0611586757991,32.4887271689498,23.4235992431641,20.7007999420166,28.3059997558594,248,1379.75,0.72509955344889,0.810273796319962,0.514059886336327,0.970710217952728
"[-51,-50)",2682,1150.90372476144,594.860748291016,1399.32409406796,30.2928652968037,27.9256563926941,32.3441780821918,23.326274394989,20.5488500595093,28.2828006744385,255.66939163208,1385.23681640625,0.733148935993357,0.830757260322571,0.534734800457954,0.970190659165382
"[-50,-49)",2805,1128.91591356791,567,1384.90693470726,30.3243150684932,28.037100456621,32.4337899543379,23.6260004043579,21.1553001403809,28.3001999855042,260.295166015625,1383,0.730881851952716,0.817781209945679,0.54237288236618,0.971411049365997
"[-49,-48)",2815,1143.41626646811,575,1390.78916796281,30.2720319634703,28.0065639269406,32.6024543378995,23.6169495582581,20.7031002044678,27.8159008026123,257,1390,0.729244842627756,0.822276294231415,0.539645940065384,0.971781313419342
"[-48,-47)",3053,1215.85076782347,585.976196289063,1490.34981737717,30.1818493150685,28.1570776255708,32.4230593607306,23.4375,20.7340502738953,27.8875999450684,257,1512,0.736267526985152,0.830594420433044,0.543156981468201,0.977828145027161
"[-47,-46)",3100,1148.24139087554,577,1382.48590076193,30.276198630137,28.0188356164384,32.4009417808219,23.2910499572754,20.4502506256104,28.4221124649048,275,1421.30621337891,0.742247470117384,0.825748592615128,0.57387375831604,0.97334623336792
"[-46,-45)",3046,1133.91921565256,587.003997802734,1348.09576573289,30.2489155251142,28.0313070776256,32.4228881278539,23.4375,20.9106998443604,29.3724002838135,270,1389,0.739276944409545,0.829209446907044,0.566311091184616,0.971596658229828
"[-45,-44)",3060,1058.56008727878,539.010131835938,1326.63549975014,30.2229452054795,28.0634703196347,32.4338184931507,23.5303993225098,21.0076999664307,28.5997247695923,241,1274,0.716308143235183,0.804454922676086,0.502479135990143,0.962947070598602
"[-44,-43)",3226,1081.63539117386,503,1384.16551830191,30.3710616438356,28.1797089041096,32.3675228310502,23.4441995620728,20.9572243690491,28.0663995742798,243,1236,0.710573385467883,0.781555503606796,0.500552237033844,0.958526626229286
"[-43,-42)",3291,1079.12236570754,550,1340.60671545919,30.2092465753425,27.9517123287671,32.4819634703196,23.6340007781982,20.7611999511719,28.1488494873047,261,1265,0.729343983242574,0.809779822826386,0.544337749481201,0.962436527013779
"[-42,-41)",3179,1005.2830878693,508,1283.8580945287,30.2118721461187,28.0558789954338,32.3272831050228,23.61115026474,20.8004498481751,28.480299949646,250.099998474121,1149,0.717350259652937,0.791858494281769,0.52433055639267,0.952777028083801
"[-41,-40)",3417,921.6695894147,454,1205.52122115155,30.2174657534247,28.0775114155251,32.4722602739726,23.5970001220703,20.9571990966797,28.2406997680664,233,1027,0.692635907283784,0.751676499843597,0.482217818498612,0.939387440681458
"[-40,-39)",5340,1144.02615467029,562.388092041016,1396.96717632122,30.2543378995434,28.1625285388128,32.4702625570776,23.4375,20.6782746315002,28.0944743156433,252.804576873779,1399.75,0.727273400632965,0.815532624721527,0.526849642395973,0.972537159919739
"[-39,-38)",6954,1595.63885717362,883.5,1700.41713757542,30.3064497716895,28.1194634703196,32.4422089041096,23.6259498596191,20.5725746154785,28.7288007736206,359.025596618652,2255.86840820313,0.801610349711119,0.916739940643311,0.681437611579895,0.993087530136108
"[-38,-37)",6630,1701.45616680124,990.184936523437,1745.1831206684,30.3982876712329,28.2447773972603,32.5214326484018,23.6613998413086,20.7611999511719,28.464750289917,441.008316040039,2320.1962890625,0.829751841214852,0.933988392353058,0.746556296944618,0.993710696697235
