week,n,mean,median,sd,age50,age25,age75,bmi,bmi25,bmi75,q25,q75,qmean,qmedian,qq25,qq75
"[-60,-59)",3476,0.419682108783201,0.400000005960465,0.135252466001399,29.8269406392694,27.6255707762557,32.1955479452055,23.711799621582,20.8299999237061,27.8080005645752,0.300000011920929,0.5,0.5733716265053,0.629234552383423,0.374258816242218,0.820846676826477
"[-59,-58)",3555,0.421112520563116,0.400000005960465,0.133774396413766,29.800799086758,27.5585616438356,32.1067922374429,23.6340007781982,20.7966995239258,27.8505506515503,0.300000011920929,0.5,0.578325237174493,0.631298124790192,0.374258816242218,0.820846676826477
"[-58,-57)",3584,0.421185828637265,0.400000005960465,0.134183225086742,29.799600456621,27.5873573059361,32.0942066210046,23.3859996795654,20.6775498390198,27.5857753753662,0.300000011920929,0.5,0.577696679848097,0.629234552383423,0.374258816242218,0.820846676826477
"[-57,-56)",3478,0.420347424578554,0.400000005960465,0.137759071074091,29.8423515981735,27.6345034246575,32.1957191780822,23.3843994140625,20.5977001190186,27.5216245651245,0.300000011920929,0.5,0.572317902392567,0.623247444629669,0.374258816242218,0.824617028236389
"[-56,-55)",3639,0.423202806203845,0.400000005960465,0.138203043315987,29.8391552511416,27.6326484018265,32.0187785388128,23.6243991851807,20.8208999633789,27.6592745780945,0.300000011920929,0.5,0.577235901461595,0.629234552383423,0.374258816242218,0.825606167316437
"[-55,-54)",3623,0.417300582812236,0.400000005960465,0.134159138756683,29.7487442922374,27.4776255707763,32.17899543379,23.4375,20.7031002044678,28.0969495773315,0.300000011920929,0.5,0.568851747367302,0.626571774482727,0.374258816242218,0.817637622356415
"[-54,-53)",3721,0.419228704691782,0.400000005960465,0.136413434416086,29.9094748858448,27.5761415525114,32.4091324200913,23.3843994140625,20.7966995239258,27.3437995910645,0.300000011920929,0.5,0.570602207945936,0.629234552383423,0.368927955627441,0.819566547870636
"[-53,-52)",3724,0.421922666958016,0.400000005960465,0.13442552207179,29.8804223744292,27.6320205479452,32.2567922374429,23.1833992004395,20.542200088501,27.2653379440308,0.300000011920929,0.5,0.580161349800396,0.629234552383423,0.379497945308685,0.820846676826477
"[-52,-51)",3566,0.417080765520079,0.400000005960465,0.133059276682504,29.8750570776256,27.6165239726027,32.1955194063927,23.4227495193481,20.9003748893738,27.6816997528076,0.300000011920929,0.5,0.569908639359687,0.626571774482727,0.374258816242218,0.817637622356415
"[-51,-50)",3525,0.421958868076615,0.400000005960465,0.135663959885038,29.841894977169,27.5407534246575,32.1077625570776,23.3355007171631,20.6997995376587,27.8505501747131,0.300000011920929,0.5,0.577688693398517,0.631298124790192,0.374258816242218,0.820846676826477
"[-50,-49)",3610,0.422319947637184,0.400000005960465,0.134791429486175,29.9338470319635,27.6887271689498,32.1919520547945,23.4375,20.7381501197815,27.5867500305176,0.300000011920929,0.5,0.58050189659598,0.635510861873627,0.374258816242218,0.820846676826477
"[-49,-48)",3660,0.418692626022413,0.400000005960465,0.135001208034309,29.9600456621005,27.7270547945206,32.2643835616438,23.8281002044678,20.6454496383667,27.4465756416321,0.300000011920929,0.5,0.571185209619421,0.626571774482727,0.374258816242218,0.819566547870636
