week,n,mean,median,sd,age50,age25,age75,bmi,bmi25,bmi75,q25,q75,qmean,qmedian,qq25,qq75
"[-60,-59)",1,0.0299999993294477,0.0299999993294477,,31.6722602739726,31.6722602739726,31.6722602739726,,,,0.0299999993294477,0.0299999993294477,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071
"[-59,-58)",1,0,0,,27.8914383561644,27.8914383561644,27.8914383561644,21.5645008087158,21.5645008087158,21.5645008087158,0,0,0.444444447755814,0.444444447755814,0.444444447755814,0.444444447755814
"[-58,-57)",1,0.00999999977648258,0.00999999977648258,,29.3079908675799,29.3079908675799,29.3079908675799,,,,0.00999999977648258,0.00999999977648258,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071
"[-57,-56)",1,0,0,,25.0696347031963,25.0696347031963,25.0696347031963,27.4305198669434,27.4305198669434,27.4305198669434,0,0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
"[-54,-53)",1,0.00999999977648258,0.00999999977648258,,32.8557077625571,32.8557077625571,32.8557077625571,,,,0.00999999977648258,0.00999999977648258,0.875,0.875,0.875,0.875
"[-46,-45)",2,0.00499999988824129,0.00499999988824129,0.00707106765381479,31.3806506849315,29.9430650684932,32.8182363013699,29.886266708374,29.886266708374,29.886266708374,0.00249999994412065,0.00749999983236194,0.797979801893234,0.797979801893234,0.787878796458244,0.808080807328224
"[-45,-44)",1,0,0,,28.7027397260274,28.7027397260274,28.7027397260274,,,,0,0,0.777777791023254,0.777777791023254,0.777777791023254,0.777777791023254
"[-44,-43)",1,0,0,,34.0172374429224,34.0172374429224,34.0172374429224,,,,0,0,0.772727251052856,0.772727251052856,0.772727251052856,0.772727251052856
"[-43,-42)",1,0,0,,25.5543378995434,25.5543378995434,25.5543378995434,,,,0,0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
"[-39,-38)",1,0,0,,33.3050228310502,33.3050228310502,33.3050228310502,,,,0,0,0.555555582046509,0.555555582046509,0.555555582046509,0.555555582046509
"[-34,-33)",1,0.00999999977648258,0.00999999977648258,,30.5159817351598,30.5159817351598,30.5159817351598,24.6711006164551,24.6711006164551,24.6711006164551,0.00999999977648258,0.00999999977648258,0.846153855323792,0.846153855323792,0.846153855323792,0.846153855323792
"[-26,-25)",1,0.00999999977648258,0.00999999977648258,,27.1461187214612,27.1461187214612,27.1461187214612,,,,0.00999999977648258,0.00999999977648258,0.722222208976746,0.722222208976746,0.722222208976746,0.722222208976746
"[-21,-20)",1,0.100000001490116,0.100000001490116,,33.716095890411,33.716095890411,33.716095890411,,,,0.100000001490116,0.100000001490116,0.888888895511627,0.888888895511627,0.888888895511627,0.888888895511627
"[-16,-15)",1,0,0,,30.1407534246575,30.1407534246575,30.1407534246575,,,,0,0,0.692307710647583,0.692307710647583,0.692307710647583,0.692307710647583
"[-12,-11)",1,0,0,,32.4874429223744,32.4874429223744,32.4874429223744,,,,0,0,0.6875,0.6875,0.6875,0.6875
"[-6,-5)",1,0.00999999977648258,0.00999999977648258,,32.4776255707763,32.4776255707763,32.4776255707763,25.3906002044678,25.3906002044678,25.3906002044678,0.00999999977648258,0.00999999977648258,0.875,0.875,0.875,0.875
"[-3,-2)",1,0,0,,34.5327625570776,34.5327625570776,34.5327625570776,43.662899017334,43.662899017334,43.662899017334,0,0,0.772727251052856,0.772727251052856,0.772727251052856,0.772727251052856
"[2,3)",2,0.0199999995529652,0.0199999995529652,0.0282842706152592,31.0998287671233,29.6120719178082,32.5875856164384,27.9930000305176,27.9930000305176,27.9930000305176,0.00999999977648258,0.0299999993294477,0.888888895511627,0.888888895511627,0.833333343267441,0.944444447755814
"[5,6)",1,0,0,,34.0694063926941,34.0694063926941,34.0694063926941,,,,0,0,0.772727251052856,0.772727251052856,0.772727251052856,0.772727251052856
"[14,15)",1,0,0,,27.1022831050228,27.1022831050228,27.1022831050228,26.3701992034912,26.3701992034912,26.3701992034912,0,0,0.444444447755814,0.444444447755814,0.444444447755814,0.444444447755814
"[16,17)",1,0.00300000002607703,0.00300000002607703,,33.5325342465753,33.5325342465753,33.5325342465753,,,,0.00300000002607703,0.00300000002607703,0.555555582046509,0.555555582046509,0.555555582046509,0.555555582046509
"[26,27)",1,0,0,,25.3383561643836,25.3383561643836,25.3383561643836,,,,0,0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
"[27,28)",1,0,0,,34.565296803653,34.565296803653,34.565296803653,34.1598014831543,34.1598014831543,34.1598014831543,0,0,0.772727251052856,0.772727251052856,0.772727251052856,0.772727251052856
"[30,31)",2,0,0,0,30.3022831050228,28.4652397260274,32.1393264840183,17.3465003967285,17.3465003967285,17.3465003967285,0,0,0.567251473665237,0.567251473665237,0.561403527855873,0.573099419474602
"[35,36)",1,0,0,,29.4036529680365,29.4036529680365,29.4036529680365,,,,0,0,0.5,0.5,0.5,0.5
"[43,44)",1,0,0,,34.614497716895,34.614497716895,34.614497716895,,,,0,0,0.772727251052856,0.772727251052856,0.772727251052856,0.772727251052856
"[50,51)",1,0,0,,31.2255707762557,31.2255707762557,31.2255707762557,,,,0,0,0.75,0.75,0.75,0.75
"[53,54)",1,0,0,,30.8969178082192,30.8969178082192,30.8969178082192,,,,0,0,0.692307710647583,0.692307710647583,0.692307710647583,0.692307710647583
"[54,55)",1,0,0,,34.7985159817352,34.7985159817352,34.7985159817352,,,,0,0,0.772727251052856,0.772727251052856,0.772727251052856,0.772727251052856
